"Site","Date","Time","Mean_Tair","Min_Tair","Max_Tair","SD_Tair"
"1",2017-07-04,"10:00",16.3253674186271,14.6603889465332,18.3746089935303,0.792633843049993
"1",2017-07-04,"11:00",17.5269036388164,15.037543296814,19.2744750976562,0.732981805500177
"1",2017-07-04,"12:00",19.2699323935048,15.7601280212402,20.7059688568115,0.830074666065802
"1",2017-07-04,"13:00",21.4934661903237,16.7259674072266,22.6373100280762,1.10080407650837
"1",2017-07-04,"14:00",24.1825996858617,17.770471572876,25.999002456665,1.44507088140881
"1",2017-07-04,"15:00",27.2169297903224,18.8556060791016,29.7687129974365,1.7954192723497
"1",2017-07-04,"16:00",29.5238549042298,19.9056606292725,31.7757015228271,2.02451280258753
"1",2017-07-04,"17:00",31.2122549913086,20.8064594268799,33.0370292663574,2.17515141047683
"1",2017-07-04,"18:00",32.1131812056443,21.514533996582,33.7593231201172,2.21961142563136
"1",2017-07-04,"19:00",32.1063635369338,22.0350952148438,33.6429786682129,2.13998003817652
"1",2017-07-04,"20:00",31.2218109974041,22.3631134033203,32.5597343444824,1.94724262748283
"1",2017-07-04,"21:00",29.4849185520036,22.3546524047852,30.8490982055664,1.61020414440182
"1",2017-07-04,"22:00",27.1068761080613,21.9069232940674,28.7293071746826,1.1876472140504
"1",2017-07-04,"23:00",24.850771352888,21.2334861755371,26.7568359375,0.886122807615645
"1",2017-08-03,"00:00",23.1702794628779,22.0834445953369,23.6695671081543,0.346201736372917
"1",2017-08-03,"01:00",19.63241949045,18.7814636230469,20.0997982025146,0.265365524059446
"1",2017-08-03,"02:00",18.6642131802467,17.8135318756104,19.1098117828369,0.265203268682702
"1",2017-08-03,"03:00",17.8584005804502,17.0176734924316,18.3051776885986,0.261365249109967
"1",2017-08-03,"04:00",17.2377140550181,16.4120674133301,17.6954822540283,0.255720367489833
"1",2017-08-03,"05:00",16.7486889471642,15.9380578994751,17.21311378479,0.250321930761634
"1",2017-08-03,"06:00",16.3128820766138,15.5122880935669,16.7657089233398,0.247090553209691
"1",2017-08-03,"07:00",15.8902352853794,15.0915927886963,16.3038539886475,0.247582405174668
"1",2017-08-03,"08:00",15.514099966444,14.7161121368408,15.8749713897705,0.251708181344404
"1",2017-08-03,"09:00",15.2771891186199,14.4929161071777,15.6302652359009,0.251084162325396
"1",2017-08-03,"10:00",15.4115175384912,14.6296329498291,15.766697883606,0.25031972991731
"1",2017-08-03,"11:00",18.3657412679203,17.0782604217529,18.6518173217773,0.418159853744027
"1",2017-08-03,"12:00",19.8676050586815,17.8791618347168,20.2670993804932,0.650755883789452
"1",2017-08-03,"13:00",21.6476753801968,18.9943408966064,22.2556114196777,0.871849140109861
"1",2017-08-03,"14:00",23.5457239714868,20.2928981781006,24.4829597473145,1.04085594241964
"1",2017-08-03,"15:00",25.3659363220824,21.609655380249,26.6420230865479,1.11931997984094
"1",2017-08-03,"16:00",26.8992130336111,22.8606433868408,28.5230007171631,1.11759185907442
"1",2017-08-03,"17:00",27.9493540479543,23.8878231048584,29.7931652069092,1.07530890848191
"1",2017-08-03,"18:00",28.4288984349018,24.6048374176025,30.4048862457275,1.00835407782285
"1",2017-08-03,"19:00",28.3381928665893,24.9490509033203,30.2553615570068,0.92642376182088
"1",2017-08-03,"20:00",27.7290832090948,24.8999691009521,29.471866607666,0.827458412823653
"1",2017-08-03,"21:00",26.7215496250475,24.4735107421875,28.191650390625,0.697721068359628
"1",2017-08-03,"22:00",25.4572525518599,23.7490825653076,26.6489028930664,0.550731537344488
"1",2017-08-03,"23:00",24.1050509492798,22.8218994140625,25.0541248321533,0.410715215804522
"1",2018-06-22,"00:00",22.7894191679733,21.5101013183594,23.1722602844238,0.373079486797535
"1",2018-06-22,"01:00",20.9936065078331,20.3188381195068,21.6201438903809,0.181823685745459
"1",2018-06-22,"02:00",15.9330555070716,15.286262512207,16.4988536834717,0.174182535111582
"1",2018-06-22,"03:00",14.800500198674,14.1523170471191,15.3327875137329,0.174978812689385
"1",2018-06-22,"04:00",14.0759291328147,13.4266748428345,14.5810117721558,0.17569292614584
"1",2018-06-22,"05:00",13.6164874128274,12.9683437347412,14.0988130569458,0.176912008956366
"1",2018-06-22,"06:00",13.2304469382548,12.5808258056641,13.6997995376587,0.177633846850086
"1",2018-06-22,"07:00",12.8135339352681,12.1616506576538,13.2772016525269,0.17848859870449
"1",2018-06-22,"08:00",12.4448042791111,11.7895927429199,12.9095401763916,0.179559322184296
"1",2018-06-22,"09:00",12.3597276414691,11.6990261077881,12.8322763442993,0.181186294189535
"1",2018-06-22,"10:00",15.5099167947463,14.7794713973999,15.9878492355347,0.20253413279684
"1",2018-06-22,"11:00",16.8787594947471,15.4462308883667,17.2053966522217,0.439442433953976
"1",2018-06-22,"12:00",18.7000556855743,16.4410972595215,19.2209510803223,0.722956988408013
"1",2018-06-22,"13:00",20.8910767140811,17.720645904541,21.6977005004883,1.01460051711656
"1",2018-06-22,"14:00",23.3336378331504,19.1211280822754,24.5103225708008,1.26561470335984
"1",2018-06-22,"15:00",25.8656988435738,20.5326995849609,27.2948398590088,1.44874717932464
"1",2018-06-22,"16:00",28.1363417582842,21.9200973510742,29.4791927337646,1.57167898393083
"1",2018-06-22,"17:00",29.8284268981292,23.1248760223389,31.2119979858398,1.64535463202044
"1",2018-06-22,"18:00",30.7282171325123,24.0114994049072,31.951099395752,1.65333055628953
"1",2018-06-22,"19:00",30.771403195142,24.5206527709961,31.9004783630371,1.59645660192807
"1",2018-06-22,"20:00",29.9947393464179,24.6272869110107,30.9255485534668,1.47310612133127
"1",2018-06-22,"21:00",28.6044373431442,24.3182525634766,29.3730869293213,1.26992960993155
"1",2018-06-22,"22:00",26.8397400796973,23.6396827697754,27.4398994445801,1.00274744765656
"1",2018-06-22,"23:00",24.9401052935966,22.7044239044189,25.38258934021,0.713930364777183
"10",2015-06-15,"00:00",22.4332437219226,20.730037689209,22.8390769958496,0.453093547344459
"10",2015-06-15,"01:00",20.7271837791145,19.2908725738525,21.1718978881836,0.388157679560418
"10",2015-06-15,"02:00",20.2558998153505,18.8402290344238,20.7009582519531,0.387462710045873
"10",2015-06-15,"03:00",19.8655056727206,18.4534091949463,20.3069095611572,0.382422079721359
"10",2015-06-15,"04:00",19.5869183935543,18.1807670593262,20.0288887023926,0.380655222009124
"10",2015-06-15,"05:00",19.3855274326193,17.9865760803223,19.8282413482666,0.379220442665624
"10",2015-06-15,"06:00",19.198759896282,17.8136444091797,19.6424312591553,0.378222767464954
"10",2015-06-15,"07:00",18.9946728669345,17.6322784423828,19.4393672943115,0.37748952384422
"10",2015-06-15,"08:00",18.8132241476103,17.4708786010742,19.2733097076416,0.373865101153458
"10",2015-06-15,"09:00",18.7313728346044,17.4114170074463,19.1946983337402,0.372320212734818
"10",2015-06-15,"10:00",19.465921993135,18.1233654022217,19.9276809692383,0.381048470549739
"10",2015-06-15,"11:00",20.3060036489601,18.3953990936279,20.7793235778809,0.568179511308607
"10",2015-06-15,"12:00",21.351936762888,18.8124675750732,22.2794189453125,0.806243054890995
"10",2015-06-15,"13:00",22.5171749642997,19.369010925293,24.0611839294434,1.04472536963352
"10",2015-06-15,"14:00",23.7196159644662,20.0664920806885,26.0310134887695,1.24552316333349
"10",2015-06-15,"15:00",24.8883607968187,20.8649730682373,27.7815589904785,1.3886588949209
"10",2015-06-15,"16:00",25.8837248057996,21.6402626037598,28.8626403808594,1.47244286681914
"10",2015-06-15,"17:00",26.5861732708131,22.1992626190186,29.3602409362793,1.50144735513298
"10",2015-06-15,"18:00",26.9476445206861,22.4871025085449,29.3891315460205,1.4941471348422
"10",2015-06-15,"19:00",26.9140208013528,22.492561340332,29.0368499755859,1.47460334208106
"10",2015-06-15,"20:00",26.4371066439893,22.2996520996094,28.1373748779297,1.43413059604376
"10",2015-06-15,"21:00",25.5570667746314,21.9923515319824,26.8987655639648,1.29396490912441
"10",2015-06-15,"22:00",24.4558728980664,21.6171569824219,25.4067001342773,1.05911990920463
"10",2015-06-15,"23:00",23.3385332422213,21.2077350616455,23.9601745605469,0.791645488146219
"10",2015-08-11,"00:00",24.6174971229251,22.4222526550293,25.7929401397705,0.764475959182421
"10",2015-08-11,"01:00",20.9175425738263,19.1264781951904,22.1595306396484,0.628044807664921
"10",2015-08-11,"02:00",20.1242345089744,18.2750415802002,21.2745552062988,0.664536788821727
"10",2015-08-11,"03:00",19.5382482892191,17.6247615814209,20.5997161865234,0.703089218539156
"10",2015-08-11,"04:00",19.0933108883449,17.1489601135254,20.1077575683594,0.72110682719221
"10",2015-08-11,"05:00",18.6937754019817,16.7661228179932,19.7142086029053,0.714116215381967
"10",2015-08-11,"06:00",18.284702906512,16.3857269287109,19.3252544403076,0.70242799314083
"10",2015-08-11,"07:00",17.7588451357363,15.9580173492432,18.8892002105713,0.652313925179029
"10",2015-08-11,"08:00",17.0992458669308,15.5151290893555,18.4368953704834,0.529110496642215
"10",2015-08-11,"09:00",16.5641579340473,15.1744594573975,18.0667591094971,0.415615066554713
"10",2015-08-11,"10:00",16.3537403223096,15.1128606796265,17.9497165679932,0.326045032448222
"10",2015-08-11,"11:00",18.886748216916,17.4601268768311,20.519344329834,0.399560798033611
"10",2015-08-11,"12:00",19.8386441732635,18.1938648223877,22.660530090332,0.555031065855561
"10",2015-08-11,"13:00",21.2355999596037,19.2976913452148,25.5371894836426,0.723011087858112
"10",2015-08-11,"14:00",22.9530153790462,20.7791023254395,29.099573135376,0.887144378965827
"10",2015-08-11,"15:00",24.8106202464903,22.5387935638428,33.2284049987793,1.02771235655236
"10",2015-08-11,"16:00",26.5130160248431,24.1836204528809,36.2467842102051,1.06553757759902
"10",2015-08-11,"17:00",27.813030660236,25.4587268829346,37.8728065490723,1.07068585974814
"10",2015-08-11,"18:00",28.5383266933278,26.1627426147461,38.1207275390625,1.02163508883409
"10",2015-08-11,"19:00",28.6322507343632,26.284273147583,36.9325714111328,0.931477260005459
"10",2015-08-11,"20:00",28.1645696155353,25.9531326293945,34.9438056945801,0.811416478504603
"10",2015-08-11,"21:00",27.2550420267833,25.2172527313232,32.5748176574707,0.671166317409865
"10",2015-08-11,"22:00",26.0736867523693,24.2703475952148,29.6014957427979,0.538452881110728
"10",2015-08-11,"23:00",24.7844010648041,23.248929977417,27.0369300842285,0.400500238637137
"10",2016-06-16,"00:00",23.3004766011329,22.2363262176514,23.838737487793,0.478944586211086
"10",2016-06-16,"01:00",18.80958312766,18.0863494873047,19.4506301879883,0.297936982662377
"10",2016-06-16,"02:00",17.7032296514065,16.9741249084473,18.3172512054443,0.302170605182867
"10",2016-06-16,"03:00",16.8273178712829,16.0912189483643,17.4175186157227,0.306800129578369
"10",2016-06-16,"04:00",16.2867119697875,15.5437135696411,16.8590984344482,0.31081099907502
"10",2016-06-16,"05:00",15.9507348292851,15.2075176239014,16.5159606933594,0.309582500154946
"10",2016-06-16,"06:00",15.6589518639773,14.921067237854,16.224100112915,0.305124470632619
"10",2016-06-16,"07:00",15.3301735126961,14.6032953262329,15.8997917175293,0.298570159394324
"10",2016-06-16,"08:00",15.0227969115828,14.3086843490601,15.6010580062866,0.290427860564779
"10",2016-06-16,"09:00",14.9141986463114,14.2145986557007,15.5078363418579,0.279802315234918
"10",2016-06-16,"10:00",16.6397975262208,15.9245643615723,17.2451324462891,0.284922973870059
"10",2016-06-16,"11:00",17.5398417261293,16.5394802093506,18.2480297088623,0.447826137291173
"10",2016-06-16,"12:00",18.8194631375163,17.4793758392334,19.8352718353271,0.646772995097151
"10",2016-06-16,"13:00",20.4353696152821,18.6862010955811,21.8081607818604,0.861752064859774
"10",2016-06-16,"14:00",22.278310534205,20.1138477325439,24.0141105651855,1.05333041423875
"10",2016-06-16,"15:00",24.2073151216945,21.6163311004639,26.328197479248,1.18871282935265
"10",2016-06-16,"16:00",25.9506889892158,23.0063438415527,28.3338890075684,1.26044797317114
"10",2016-06-16,"17:00",27.253868161039,24.1978416442871,29.8318309783936,1.28686221645841
"10",2016-06-16,"18:00",27.9887802740818,24.9864120483398,30.7189311981201,1.26224509262928
"10",2016-06-16,"19:00",28.1304191967336,25.4152507781982,30.8712215423584,1.19426008459507
"10",2016-06-16,"20:00",27.7291978103859,25.4414768218994,30.3216342926025,1.05966149282403
"10",2016-06-16,"21:00",26.9075262236261,25.0906219482422,29.1220188140869,0.881292855058486
"10",2016-06-16,"22:00",25.7937637357307,24.3882465362549,27.5775470733643,0.681353127039981
"10",2016-06-16,"23:00",24.5088335652404,23.4394989013672,25.8284549713135,0.48480794242477
"10",2016-07-04,"00:00",23.5401906560961,22.7258281707764,24.0628795623779,0.322945051899228
"10",2016-07-04,"01:00",21.7846657871442,21.3169727325439,22.2669620513916,0.132914176898079
"10",2016-07-04,"02:00",15.564487602181,15.1529264450073,16.0060482025146,0.117213369645878
"10",2016-07-04,"03:00",14.1342608425356,13.7322130203247,14.5572299957275,0.118143696477964
"10",2016-07-04,"04:00",13.2388441612298,12.8106546401978,13.6390256881714,0.128735964427112
"10",2016-07-04,"05:00",12.7181198689866,12.2607545852661,13.0927391052246,0.144051958434699
"10",2016-07-04,"06:00",12.3258777551575,11.8470478057861,12.6832551956177,0.156046075091375
"10",2016-07-04,"07:00",11.9200965382699,11.4472064971924,12.3303966522217,0.156954525529683
"10",2016-07-04,"08:00",11.5737574294313,11.1219320297241,11.9521503448486,0.148938827051088
"10",2016-07-04,"09:00",11.5402145927487,11.1040592193604,11.8903608322144,0.139993803050444
"10",2016-07-04,"10:00",15.3969305989104,14.9292478561401,15.744236946106,0.153379450660696
"10",2016-07-04,"11:00",16.4475368215604,15.6327905654907,16.994047164917,0.347999270926566
"10",2016-07-04,"12:00",18.0295379193076,16.7144031524658,18.9018516540527,0.633319405032257
"10",2016-07-04,"13:00",20.1546766286014,18.1228809356689,21.6066703796387,1.01587981000529
"10",2016-07-04,"14:00",22.770959700113,19.8009586334229,25.0518169403076,1.46007609071316
"10",2016-07-04,"15:00",25.7620887788387,21.6064071655273,28.8142738342285,1.92105728682925
"10",2016-07-04,"16:00",28.7671709796983,23.2600250244141,31.5985298156738,2.252537609373
"10",2016-07-04,"17:00",31.1840477106183,24.688907623291,34.1114311218262,2.55098177009213
"10",2016-07-04,"18:00",32.6400596404227,25.7523517608643,35.665153503418,2.68175987155189
"10",2016-07-04,"19:00",32.8842115701304,26.3195190429688,35.818790435791,2.59679286744628
"10",2016-07-04,"20:00",31.9572024604104,26.5032043457031,34.5866165161133,2.30915560074486
"10",2016-07-04,"21:00",30.2152784642783,26.1533374786377,32.3565406799316,1.85470134191208
"10",2016-07-04,"22:00",28.0656599114699,25.3200283050537,29.636833190918,1.32302111619009
"10",2016-07-04,"23:00",25.8690690672332,24.1494293212891,26.9059753417969,0.824330244544431
"10",2016-07-26,"00:00",28.0335094709468,20.7834930419922,28.6663265228271,0.963274942032182
"10",2016-07-26,"01:00",23.7035521058879,16.7930679321289,24.4096870422363,1.08945122948583
"10",2016-07-26,"02:00",22.3280988064737,15.5352621078491,23.0909900665283,1.16984838276575
"10",2016-07-26,"03:00",21.2048567412947,14.4999284744263,22.0112571716309,1.21840495643229
"10",2016-07-26,"04:00",20.3660519461872,13.7402153015137,21.2173042297363,1.28470386292425
"10",2016-07-26,"05:00",19.7407657888565,13.1748733520508,20.6265640258789,1.31992877349357
"10",2016-07-26,"06:00",19.156257040595,12.6748962402344,20.1061038970947,1.37491751163816
"10",2016-07-26,"07:00",18.488420232355,12.1560659408569,19.5657615661621,1.45750877388032
"10",2016-07-26,"08:00",17.7236387464567,11.649808883667,19.0401382446289,1.54642103464491
"10",2016-07-26,"09:00",16.9709428544677,11.3391332626343,18.6134986877441,1.56474182558425
"10",2016-07-26,"10:00",16.5668054821302,11.4604473114014,18.1885204315186,1.49578842796473
"10",2016-07-26,"11:00",20.1750233916462,14.8417224884033,21.7541198730469,1.56428363115214
"10",2016-07-26,"12:00",21.97455556614,15.7990789413452,23.6321449279785,2.04755340158662
"10",2016-07-26,"13:00",24.8388092406535,17.0770511627197,28.7711296081543,2.9467994744053
"10",2016-07-26,"14:00",28.7679446692471,18.5977764129639,35.8852462768555,3.96060127940252
"10",2016-07-26,"15:00",33.6446647699544,20.0971012115479,42.8987159729004,4.83593512546068
"10",2016-07-26,"16:00",37.5499176934104,21.6900577545166,46.2968215942383,5.31876435307969
"10",2016-07-26,"17:00",39.5992930253379,23.0651836395264,47.8266525268555,5.3471706930119
"10",2016-07-26,"18:00",40.0731487887692,24.121639251709,48.6919288635254,5.05171498403989
"10",2016-07-26,"19:00",39.0461915297485,24.7205944061279,48.3844566345215,4.46385204808139
"10",2016-07-26,"20:00",37.0202527575127,24.9723606109619,46.6643333435059,3.66486103635673
"10",2016-07-26,"21:00",34.4982889076384,24.6631717681885,42.7759475708008,2.76580841729843
"10",2016-07-26,"22:00",31.8741456675231,23.6721458435059,36.5771026611328,1.98231437307568
"10",2016-07-26,"23:00",29.649213237539,22.3149814605713,30.9965381622314,1.6191529008946
"10",2017-07-04,"00:00",22.1612515172976,20.0394954681396,24.0828495025635,0.784949581876412
"10",2017-07-04,"01:00",20.5901597915907,19.1822929382324,22.6747131347656,0.551734831161837
"10",2017-07-04,"02:00",16.4158702586519,15.1172971725464,18.2501468658447,0.493913963668206
"10",2017-07-04,"03:00",15.500972898457,14.2359972000122,17.1842098236084,0.460068448449714
"10",2017-07-04,"04:00",14.7854395475447,13.5205364227295,16.4453220367432,0.457955550236062
"10",2017-07-04,"05:00",14.1894433636798,12.881178855896,15.9459571838379,0.55825423444297
"10",2017-07-04,"06:00",13.6470146752945,12.3000116348267,15.518744468689,0.591661301540652
"10",2017-07-04,"07:00",13.1072681436034,11.7153844833374,15.0680351257324,0.608967650798353
"10",2017-07-04,"08:00",12.6096249579562,11.2000112533569,14.6575260162354,0.629074035571456
"10",2017-07-04,"09:00",12.3748052851069,10.955397605896,14.499737739563,0.644714901303155
"10",2017-07-04,"10:00",15.3405511756419,13.8177070617676,17.5027370452881,0.659456497079561
"10",2017-07-04,"11:00",16.711703704595,14.3669195175171,18.5858154296875,0.908545938354513
"10",2017-07-04,"12:00",18.6023917926011,15.206563949585,20.6577835083008,1.36113820679135
"10",2017-07-04,"13:00",20.9614820915792,16.2699737548828,23.4974613189697,1.89656626502189
"10",2017-07-04,"14:00",23.8036770316707,17.4417743682861,27.2344779968262,2.39355180742026
"10",2017-07-04,"15:00",26.9895655934965,18.6855792999268,30.7694091796875,2.82173717172122
"10",2017-07-04,"16:00",29.3051135739877,19.8939037322998,32.4553985595703,3.01986304580987
"10",2017-07-04,"17:00",30.9094489367099,20.9347171783447,33.605224609375,3.12773482206122
"10",2017-07-04,"18:00",31.7148833689111,21.7320823669434,34.3733367919922,3.14691120554177
"10",2017-07-04,"19:00",31.6422517054499,22.2604827880859,34.5659141540527,3.07089680004718
"10",2017-07-04,"20:00",30.7075447363455,22.5152359008789,34.0565795898438,2.89106164554121
"10",2017-07-04,"21:00",28.956782564832,22.3764057159424,32.5090255737305,2.51775924984196
"10",2017-07-04,"22:00",26.5118714775976,21.7491626739502,29.6917419433594,1.92628416534973
"10",2017-07-04,"23:00",24.1291518042962,20.8466262817383,26.6751308441162,1.33224537464746
"10",2017-08-01,"00:00",24.7972734145881,23.8577442169189,26.598575592041,0.387798728834561
"10",2017-08-01,"01:00",18.9385348090133,18.2562446594238,20.8925552368164,0.269951497901648
"10",2017-08-01,"02:00",17.4851934289218,16.7819843292236,19.356761932373,0.276472630344599
"10",2017-08-01,"03:00",16.4491516984328,15.7241954803467,18.2456169128418,0.28376005133805
"10",2017-08-01,"04:00",15.8265785568441,15.093056678772,17.5724773406982,0.286455855465114
"10",2017-08-01,"05:00",15.4809615520629,14.726487159729,17.1843242645264,0.294525402538121
"10",2017-08-01,"06:00",15.2457055311777,14.4672355651855,16.8681926727295,0.303662682211
"10",2017-08-01,"07:00",15.0027026357385,14.2077627182007,16.6086368560791,0.312082463809615
"10",2017-08-01,"08:00",14.8152164785077,13.9776124954224,16.2521438598633,0.329659036257851
"10",2017-08-01,"09:00",14.8243994629105,13.9411201477051,16.0617046356201,0.352440439070449
"10",2017-08-01,"10:00",15.2293215290716,14.3080749511719,16.2625675201416,0.379812128957364
"10",2017-08-01,"11:00",19.2723293751405,17.7970218658447,19.967493057251,0.702957267064305
"10",2017-08-01,"12:00",21.1274384534799,18.7988414764404,22.1138343811035,1.13331774392263
"10",2017-08-01,"13:00",23.5490654164266,20.2320899963379,25.0035095214844,1.61015288978499
"10",2017-08-01,"14:00",26.3424409020873,22.0302639007568,28.6147708892822,2.01037988224662
"10",2017-08-01,"15:00",29.0707895161345,23.8370552062988,32.4249687194824,2.16602293277374
"10",2017-08-01,"16:00",31.4387707869423,25.5898113250732,35.2331924438477,2.17089560297379
"10",2017-08-01,"17:00",33.0459426813489,27.1404514312744,37.4276008605957,2.08807361399979
"10",2017-08-01,"18:00",33.7696550277315,28.2830181121826,38.6668930053711,1.94562093534065
"10",2017-08-01,"19:00",33.5837005327834,28.7742729187012,38.7658653259277,1.75778084261591
"10",2017-08-01,"20:00",32.5482869985815,28.7392444610596,37.5950660705566,1.51710567076438
"10",2017-08-01,"21:00",30.8765789621097,28.0971126556396,35.2345962524414,1.21729217045243
"10",2017-08-01,"22:00",28.8354314038444,26.8798370361328,32.2884788513184,0.892283657961718
"10",2017-08-01,"23:00",26.680154067668,25.3448581695557,29.2579021453857,0.588157519060022
"10",2018-06-22,"00:00",22.2618874357612,21.0206165313721,22.9406604766846,0.502572870647771
"10",2018-06-22,"01:00",20.5716213323674,19.8084449768066,21.1613788604736,0.258244706804203
"10",2018-06-22,"02:00",15.4746871872584,14.7286310195923,16.0155582427979,0.251636767805264
"10",2018-06-22,"03:00",14.3143401240465,13.5747804641724,14.8311471939087,0.252668809818827
"10",2018-06-22,"04:00",13.5641888766507,12.83176612854,14.0637884140015,0.253059448481111
"10",2018-06-22,"05:00",13.0860880877985,12.3584413528442,13.674654006958,0.253404210654954
"10",2018-06-22,"06:00",12.6874376658865,11.9628105163574,13.2632513046265,0.254027006087483
"10",2018-06-22,"07:00",12.271974534272,11.5444450378418,12.8409509658813,0.255467457297846
"10",2018-06-22,"08:00",11.9211209519768,11.1857776641846,12.4890718460083,0.257761837270755
"10",2018-06-22,"09:00",11.8708917064352,11.1221790313721,12.4442119598389,0.261077700060039
